song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_popularity
272000,0.902,0.465,0.675,0.267,10,0.11,-7.555,1,0.0485,119.941,4,0.129,56
174000,0.5710000000000001,0.632,0.652,0.85,4,0.19399999999999998,-10.558,1,0.0302,115.031,4,0.594,49
209573,0.9209999999999999,0.47100000000000003,0.179,0,9,0.10099999999999999,-10.273,1,0.089,174.273,4,0.19399999999999998,65
202754,0.0857,0.871,0.545,0.000499,0,0.0756,-6.466,0,0.0625,96.035,4,0.415,52
178009,0.0646,0.8290000000000001,0.606,0.391,5,0.281,-7.093,1,0.149,118.051,4,0.732,61
169251,0.149,0.8370000000000001,0.649,7.63e-05,11,0.10300000000000001,-5.26,0,0.192,164.002,4,0.948,65
220826,0.13699999999999998,0.8170000000000001,0.635,7.85e-06,5,0.245,-5.719,0,0.138,103.029,4,0.777,77
217822,0.172,0.635,0.902,0,0,0.125,-3.559,1,0.109,102.06299999999999,4,0.28600000000000003,95
253390,0.099,0.816,0.726,0,5,0.37200000000000005,-3.998,0,0.129,136.048,4,0.65,95
217652,0.267,0.815,0.626,1.31e-05,6,0.275,-5.139,1,0.10300000000000001,109.98899999999999,4,0.5710000000000001,74
199095,0.39799999999999996,0.7509999999999999,0.579,2.2800000000000002e-05,2,0.133,-4.036,1,0.0321,105.031,4,0.349,77
185743,0.0749,0.736,0.9059999999999999,0.000123,4,0.12,-1.49,0,0.0566,93.01299999999999,4,0.611,45
166253,0.00245,0.695,0.818,3.36e-06,6,0.305,-5.532,0,0.0482,102.976,4,0.599,52
234373,0.00323,0.5429999999999999,0.847,0,9,0.0551,-3.574,1,0.0659,92.046,4,0.65,38
193846,0.271,0.841,0.841,2.6000000000000002e-05,9,0.10800000000000001,-4.288,1,0.0633,104.01,4,0.823,46
208800,0.425,0.777,0.546,0,7,0.0809,-9.504,1,0.207,147.173,4,0.9520000000000001,44
211437,0.102,0.84,0.789,0,1,0.309,-4.695,0,0.0949,92.01799999999999,4,0.619,75
202853,0.18100000000000002,0.831,0.713,0,1,0.0572,-3.646,0,0.094,132.109,4,0.69,75
198386,0.0797,0.825,0.48100000000000004,0,2,0.239,-8.6,1,0.0396,121.046,4,0.7609999999999999,45
224413,0.235,0.682,0.7509999999999999,0,8,0.11,-5.812,0,0.0675,129.937,4,0.708,53
218448,0.00694,0.799,0.616,0.00237,5,0.28300000000000003,-4.599,0,0.0415,127.023,4,0.6970000000000001,38
176702,0.196,0.9209999999999999,0.965,0.000201,1,0.32299999999999995,-1.396,1,0.17800000000000002,120.902,4,0.507,60
133120,0.10800000000000001,0.703,0.617,5.610000000000001e-05,7,0.271,-8.732,1,0.0731,123.15899999999999,4,0.435,39
201526,0.165,0.792,0.895,0,1,0.0501,-3.112,0,0.0589,94.96799999999999,4,0.794,88
216689,0.0983,0.596,0.557,0,1,0.0565,-7.522,0,0.134,133.247,5,0.6609999999999999,77
226183,0.0705,0.746,0.738,0,9,0.043,-3.67,1,0.207,94.80799999999999,4,0.63,68
215003,0.0079,0.493,0.825,0,8,0.129,-4.056,1,0.0798,99.866,4,0.621,46
175239,0.0429,0.836,0.725,0,7,0.10800000000000001,-5.445,0,0.0571,126.035,4,0.76,44
161093,0.00436,0.701,0.779,0,11,0.121,-4.657,0,0.0647,119.97399999999999,4,0.451,37
182224,0.149,0.871,0.563,0,10,0.0568,-8.329,0,0.0795,91.99799999999999,4,0.62,53
215421,0.0507,0.65,0.8009999999999999,0,7,0.0645,-5.407,0,0.0723,166.16,4,0.74,65
196018,0.265,0.784,0.43700000000000006,6.979999999999999e-05,5,0.126,-7.868,1,0.0509,90.00299999999999,4,0.47,68
204453,0.133,0.494,0.7290000000000001,0,2,0.14300000000000002,-4.934,1,0.161,78.833,4,0.42100000000000004,59
229038,0.0199,0.561,0.58,0,5,0.0619,-5.612,1,0.0414,84.98,4,0.294,43
191906,0.369,0.483,0.685,0,10,0.0817,-3.232,0,0.174,185.502,4,0.546,53
237860,0.0762,0.62,0.823,3.13e-05,5,0.11199999999999999,-2.436,1,0.0567,175.921,4,0.40399999999999997,54
217288,0.0185,0.7040000000000001,0.8590000000000001,0,5,0.0215,-4.877,0,0.0996,105.115,4,0.9259999999999999,84
202574,0.586,0.633,0.765,6.890000000000001e-05,1,0.0966,-5.732,1,0.0474,100.934,4,0.489,44
167823,0.569,0.853,0.7140000000000001,0.0101,7,0.0716,-6.177,1,0.0767,92.375,4,0.836,40
241135,0.0652,0.8,0.8370000000000001,4.52e-05,7,0.0699,-4.488,1,0.099,105.02600000000001,4,0.813,41
194011,0.11800000000000001,0.743,0.7929999999999999,6.07e-05,2,0.22699999999999998,-5.032,0,0.0546,109.921,4,0.434,37
236133,0.00249,0.6459999999999999,0.77,0,2,0.0715,-6.596,0,0.226,99.165,4,0.6809999999999999,79
267266,0.20199999999999999,0.8909999999999999,0.7140000000000001,0.000234,4,0.0521,-6.055,0,0.14,100.97200000000001,4,0.818,74
241933,0.159,0.745,0.6659999999999999,0,9,0.302,-5.899,1,0.0566,129.995,4,0.708,10
198813,0.0279,0.774,0.847,0.0183,5,0.24100000000000002,-3.925,0,0.121,143.011,4,0.9229999999999999,60
300026,0.342,0.672,0.8320000000000001,0.000428,11,0.242,-2.388,0,0.342,117.29799999999999,4,0.5489999999999999,70
250373,0.0183,0.894,0.7909999999999999,0,2,0.0388,-4.699,1,0.11199999999999999,105.01799999999999,4,0.583,79
338853,0.071,0.375,0.862,0,11,0.21100000000000002,-3.363,0,0.255,159.841,4,0.478,76
218093,0.284,0.778,0.8240000000000001,0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999,84
216666,0.217,0.675,0.885,0,1,0.086,-4.432,0,0.0436,97.03,4,0.768,77
239600,0.145,0.733,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965,84
246026,0.132,0.775,0.7190000000000001,1.79e-06,7,0.0662,-6.212,0,0.0435,117.51299999999999,4,0.7120000000000001,74
202533,0.0653,0.42100000000000004,0.873,0,10,0.12300000000000001,-4.343,1,0.0565,84.803,4,0.63,73
269560,0.922,0.42200000000000004,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,85
259933,0.154,0.46799999999999997,0.64,0,0,0.154,-5.862,1,0.0275,79.297,4,0.499,78
231240,0.00882,0.613,0.622,0,1,0.37,-5.794,0,0.0334,80.003,4,0.484,78
245960,0.235,0.435,0.92,0.000353,4,0.552,-1.357,0,0.201,188.899,4,0.45,69
188960,0.00165,0.662,0.741,0.0303,0,0.114,-5.406,1,0.0334,131,4,0.40399999999999997,75
235213,0.10300000000000001,0.728,0.9740000000000001,0.000532,4,0.175,-2.261,0,0.0665,79.52600000000001,4,0.965,76
199693,0.0746,0.755,0.8320000000000001,1.27e-06,2,0.29100000000000004,-2.741,0,0.11599999999999999,120.03200000000001,4,0.735,71
223933,0.0439,0.764,0.6940000000000001,3.67e-06,11,0.18,-5.745,0,0.18899999999999997,146.075,4,0.581,71
242733,0.0584,0.9670000000000001,0.583,0,7,0.0519,-5.562,0,0.0789,117,4,0.9640000000000001,77
252160,0.14300000000000002,0.659,0.696,0,3,0.13,-4.291,1,0.071,86.001,4,0.665,69
261426,0.17300000000000001,0.63,0.698,0,10,0.0789,-4.51,1,0.0244,94.023,4,0.529,76
237120,0.0142,0.8240000000000001,0.743,2.12e-05,2,0.237,-5.995,1,0.141,127.046,4,0.804,65
200400,0.031,0.61,0.9259999999999999,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861,73
244506,0.0572,0.585,0.7759999999999999,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,0.42700000000000005,77
256733,0.235,0.6559999999999999,0.578,0,7,0.11800000000000001,-8.97,0,0.0922,94.514,4,0.556,80
238560,0.578,0.457,0.573,3.05e-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992,73
203306,0.00611,0.701,0.7,0,7,0.0295,-4.934,1,0.0876,122.035,4,0.625,54
204160,0.0295,0.581,0.963,0,11,0.139,-4.087,1,0.0981,129.99200000000002,4,0.7879999999999999,75
198053,0.00761,0.7290000000000001,0.7709999999999999,0,4,0.087,-2.451,1,0.0725,125.01100000000001,4,0.873,69
253813,0.03,0.649,0.552,6.47e-06,1,0.111,-5.419,0,0.0292,89.969,4,0.158,79
204000,6.790000000000001e-05,0.48700000000000004,0.9,0,0,0.358,-4.417,1,0.0482,149.937,4,0.484,67
224400,0.073,0.7240000000000001,0.695,0,11,0.0889,-5.226,1,0.0622,139,4,0.235,76
252306,0.192,0.6709999999999999,0.9390000000000001,0,8,0.298,-3.206,1,0.161,129.023,4,0.529,75
193213,0.0383,0.426,0.584,0,1,0.188,-5.293,1,0.29600000000000004,193.437,4,0.272,72
262466,0.188,0.638,0.6559999999999999,0,5,0.146,-5.886,1,0.0357,104.036,4,0.225,81
242013,0.00727,0.8140000000000001,0.899,0.21899999999999997,1,0.0979,-5.958,1,0.0637,119.01100000000001,4,0.545,63
258826,0.0208,0.583,0.7859999999999999,0,2,0.188,-3.142,0,0.0301,123.052,4,0.573,77
270506,0.142,0.843,0.805,0,4,0.0771,-5.946,0,0.26899999999999996,94.946,4,0.615,78
211920,0.00498,0.711,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.8009999999999999,72
254040,0.0533,0.524,0.904,0,8,0.7759999999999999,-2.071,1,0.39799999999999996,161.188,4,0.655,62
211160,0.3,0.7509999999999999,0.8340000000000001,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894,77
288333,0.575,0.624,0.653,0,8,0.10400000000000001,-6.582,0,0.17600000000000002,73.884,4,0.565,77
248413,0.0426,0.794,0.8109999999999999,1.07e-06,6,0.10099999999999999,-8.966,0,0.038,116.04700000000001,4,0.862,77
249533,0.0161,0.68,0.687,0,9,0.261,-6.162,0,0.0709,150.053,4,0.467,75
203786,0.042,0.9440000000000001,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.8420000000000001,78
259333,0.00577,0.706,0.8009999999999999,0,5,0.0822,-6.333,1,0.0399,100.01299999999999,4,0.63,77
221360,0.40700000000000003,0.53,0.42200000000000004,0,5,0.107,-6.262,1,0.0342,119.964,4,0.349,74
215160,0.000304,0.535,0.8859999999999999,2.26e-06,11,0.257,-3.106,1,0.045,126.012,4,0.445,65
196160,0.23600000000000002,0.7929999999999999,0.8320000000000001,1.12e-05,1,0.20199999999999999,-4.862,0,0.0406,107.661,4,0.872,76
244826,0.0825,0.655,0.488,1.16e-06,1,0.221,-9.17,1,0.22,91.025,4,0.7909999999999999,69
192426,0.0407,0.636,0.873,1.27e-06,0,0.0372,-4.672,0,0.071,165.071,4,0.9079999999999999,67
223440,0.257,0.662,0.507,0,5,0.0465,-8.238,1,0.11800000000000001,86.412,4,0.6759999999999999,77
203346,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054000000000000006,153.398,4,0.374,81
221920,0.0411,0.555,0.9229999999999999,0,0,0.11199999999999999,-5.908,1,0.0482,116.012,4,0.682,52
236373,0.0204,0.591,0.6990000000000001,0,8,0.0614,-5.221,1,0.0449,116.029,4,0.733,60
252853,0.0328,0.396,0.629,0,9,0.183,-4.78,1,0.0287,173.794,4,0.358,65
216600,0.000738,0.56,0.9590000000000001,0.000206,7,0.209,-2.433,1,0.102,163.983,4,0.67,69
210200,0.263,0.653,0.609,0.00101,11,0.233,-7.519,0,0.037000000000000005,95.98200000000001,3,0.48200000000000004,76
230760,0.00552,0.276,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.17300000000000001,79
262533,0.26899999999999996,0.64,0.743,0,10,0.10099999999999999,-4.08,1,0.0379,122.035,4,0.361,83
218520,0.255,0.63,0.894,0,10,0.18100000000000002,-4.592,1,0.0544,142.05100000000002,4,0.364,69
199946,0.271,0.519,0.7490000000000001,0,6,0.11900000000000001,-3.318,0,0.0405,147.905,4,0.29,73
298853,0.107,0.64,0.889,0,2,0.33899999999999997,-3.073,1,0.322,99.931,4,0.436,72
224946,0.0251,0.815,0.8079999999999999,5.37e-06,6,0.12,-4.614,1,0.0511,110.06299999999999,4,0.746,31
228706,0.603,0.609,0.445,6.77e-06,7,0.10400000000000001,-9.129,1,0.106,118.39299999999999,3,0.166,81
209360,0.0392,0.551,0.696,0,2,0.127,-6.192,1,0.0265,112.024,4,0.354,67
241853,0.0187,0.33799999999999997,0.8029999999999999,0,8,0.136,-5.412,0,0.0413,151.994,4,0.4,76
221626,0.38799999999999996,0.517,0.598,2.22e-06,6,0.183,-3.751,0,0.263,96.93299999999999,4,0.922,63
219493,0.254,0.583,0.584,0,5,0.12300000000000001,-5.362,0,0.0314,140.039,4,0.136,75
191666,0.00127,0.8059999999999999,0.902,0,11,0.212,-3.387,0,0.0475,128.94299999999998,4,0.961,67
175093,0.00666,0.494,0.9390000000000001,0,1,0.139,-3.127,1,0.126,177.75099999999998,4,0.893,73
217760,0.00791,0.423,0.862,0,0,0.133,-5.13,0,0.0695,154.746,4,0.462,63
234000,0.126,0.871,0.597,0.000115,5,0.0638,-4.932,0,0.0464,125.999,4,0.635,68
234173,0.512,0.584,0.7,2.4299999999999998e-05,6,0.13,-4.251,1,0.0506,163.953,4,0.5489999999999999,73
204853,0.017,0.423,0.922,0,3,0.102,-2.602,1,0.0411,156.063,4,0.5670000000000001,64
206520,0.00166,0.423,0.94,0,1,0.17800000000000002,-4.012,0,0.0635,149.934,4,0.505,67
249626,0.0206,0.647,0.7290000000000001,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,0.687,78
222000,0.327,0.521,0.431,0,0,0.0986,-9.74,1,0.0293,106.546,4,0.18100000000000002,48
251160,0.324,0.65,0.879,0,8,0.376,-3.176,1,0.0328,105.015,4,0.899,68
275253,0.439,0.82,0.7170000000000001,0.00107,8,0.23600000000000002,-6.191,1,0.0722,104.005,4,0.843,24
207466,0.21100000000000002,0.7559999999999999,0.8,0.000723,5,0.047,-5.158,1,0.0329,118.921,4,0.9670000000000001,67
216706,0.0838,0.7509999999999999,0.731,0,6,0.0556,-4.419,0,0.0308,97.007,4,0.973,29
215493,0.0893,0.7190000000000001,0.809,0,1,0.183,-10.201,1,0.0511,100.839,4,0.9640000000000001,66
267000,0.254,0.8109999999999999,0.88,0.00146,8,0.0475,-2.972,1,0.0628,124.12,4,0.915,63
243413,0.0426,0.723,0.777,3.68e-06,7,0.0451,-3.503,1,0.10800000000000001,91.01700000000001,4,0.961,71
198786,0.078,0.6990000000000001,0.917,0,0,0.065,-4.897,1,0.115,130.04,4,0.889,71
252933,0.141,0.782,0.8740000000000001,0.0584,2,0.11199999999999999,-7.157,1,0.0474,123.179,4,0.8590000000000001,59
232880,0.622,0.585,0.977,0,1,0.32799999999999996,-3.57,1,0.0615,138.264,4,0.8009999999999999,66
199316,0.833,0.7440000000000001,0.601,0.0242,10,0.131,-5.241,1,0.0349,143.542,4,0.905,58
277600,0.0306,0.5660000000000001,0.9109999999999999,0.0247,4,0.0574,-9.458,0,0.0791,193.53799999999998,4,0.638,11
164120,0.455,0.5479999999999999,0.688,0,7,0.072,-6.053,1,0.0372,179.842,4,0.813,61
218093,0.284,0.778,0.8240000000000001,0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999,84
189440,0.0179,0.774,0.687,1.17e-05,11,0.128,-4.818,0,0.0584,104.959,4,0.308,77
254720,0.419,0.8029999999999999,0.56,0,1,0.0608,-6.912,0,0.0398,133.679,4,0.77,74
239400,0.135,0.82,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.9059999999999999,70
272546,0.743,0.696,0.728,0.0537,7,0.0835,-6.937,1,0.034,124.09200000000001,4,0.963,56
228200,0.20800000000000002,0.659,0.802,0,2,0.12300000000000001,-4.79,1,0.14800000000000002,177.93599999999998,4,0.863,80
203173,0.414,0.6709999999999999,0.884,0.00015,6,0.0701,-9.267,0,0.0586,119.574,4,0.9329999999999999,54
443480,0.779,0.5820000000000001,0.61,6.54e-06,11,0.267,-6.641,0,0.10300000000000001,93.65799999999999,4,0.826,60
192600,0.332,0.857,0.8009999999999999,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753,77
162213,0.337,0.816,0.41600000000000004,0.7909999999999999,5,0.0452,-17.795,0,0.244,90.148,4,0.8170000000000001,52
212893,0.00487,0.542,0.7140000000000001,0.298,2,0.33399999999999996,-8.045,1,0.027999999999999997,124.26,4,0.76,51
249506,0.42200000000000004,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.01799999999999,4,0.965,62
172733,0.0699,0.348,0.7509999999999999,0.000738,0,0.20800000000000002,-12.823,1,0.0494,156.509,4,0.8859999999999999,57
319560,0.318,0.522,0.526,0,2,0.11599999999999999,-6.361,1,0.0259,90.02,4,0.43,4
262160,0.0485,0.779,0.631,0.00316,2,0.0349,-5.314,1,0.115,97.927,4,0.6629999999999999,56
212000,0.0854,0.748,0.835,1.97e-06,7,0.0365,-5.731,1,0.0351,142.942,4,0.8959999999999999,65
343413,0.19899999999999998,0.648,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815,74
238680,0.0151,0.815,0.757,5.2600000000000005e-05,2,0.187,-5.351,1,0.165,127.052,4,0.8109999999999999,7
243160,0.00411,0.425,0.9540000000000001,0,1,0.0555,-3.756,0,0.0476,178.043,4,0.9329999999999999,73
378373,0.11199999999999999,0.5589999999999999,0.73,0.00267,10,0.263,-8.461,0,0.0639,106.806,4,0.778,43
351400,0.652,0.555,0.331,1.1599999999999999e-05,9,0.235,-17.718,0,0.27,170.60299999999998,3,0.43700000000000006,58
408440,0.445,0.301,0.335,0.00181,0,0.7509999999999999,-8.564,1,0.0303,176.59099999999998,4,0.386,59
181960,0.701,0.7070000000000001,0.408,0,5,0.105,-12.776,0,0.0366,126.399,4,0.843,7
159466,0.491,0.66,0.504,2.65e-05,0,0.15,-13.087,0,0.0496,88.95299999999999,4,0.914,52
622520,0.42200000000000004,0.489,0.679,6.92e-06,7,0.13,-4.899,0,0.0326,95.81299999999999,4,0.6579999999999999,58
257213,0.83,0.507,0.423,0.00916,2,0.0973,-14.187,0,0.0332,82.809,4,0.701,7
208866,0.259,0.613,0.489,0,11,0.0696,-13.509,0,0.0503,145.278,4,0.898,41
325506,0.888,0.66,0.124,0.000764,5,0.111,-19.2,0,0.0496,129.91899999999998,4,0.36200000000000004,50
263306,0.0102,0.5429999999999999,0.903,0.00585,11,0.0862,-6.658,0,0.039,162.241,4,0.9620000000000001,63
301426,0.59,0.691,0.805,0,2,0.0975,-6.81,0,0.0947,142.503,3,0.866,68
183546,0.565,0.5760000000000001,0.698,0,0,0.386,-5.181,1,0.0321,98.855,4,0.708,50
205226,0.599,0.545,0.59,0,9,0.0916,-7.257,0,0.0813,100.835,3,0.583,60
278040,0.8109999999999999,0.649,0.14400000000000002,2.42e-06,0,0.089,-16.809,1,0.0522,119.193,4,0.264,52
